Matricula_Aluno,Count,Country,State,Cidade,CEP,Lat Long,Latitude,Longitude,Genero,Aluno_Bolsista,Responsavel_com_Parceiro,Aluno_Possui_Dependentes,Meses_na_Escola,Participa_Atividade_Extra,Multiplas_Atividades_Extra,Modalidade_Ensino,Apoio_Psicopedagogico,Reforco_Escolar,Seguro_Material_Didatico,Suporte_TI_Plataforma,Acesso_Aulas_Gravadas,Acesso_Biblioteca_Digital,Tipo_Contrato_Matricula,Comunicados_Digitais,Forma_Pagamento_Mensalidade,Valor_Mensalidade,Total_Pago_Curso,Situacao,Desistencia,Risco_de_Desistencia,Valor_Total_Esperado_Aluno,Churn Reason
4720-VSTSI,1,United States,California,Monterey Park,91754,"34.050322, -118.147037",34.050322,-118.147037,Female,Não,Não,Não,44,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Débito Automático,84.8,3862.55,Desistente,1,66,3997,Attitude of support person
5197-YPYBZ,1,United States,California,Laguna Niguel,92677,"33.529047, -117.701175",33.529047,-117.701175,Female,Não,Sim,Sim,12,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,25.25,274.7,Ativo,0,49,2646,
1591-XWLGB,1,United States,California,El Cajon,92021,"32.832706, -116.873258",32.832706,-116.873258,Female,Não,Sim,Não,71,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,19.85,1379.6,Ativo,0,56,4121,
7598-UAASY,1,United States,California,Marshall,94940,"38.129308, -122.834815",38.129308,-122.834815,Male,Não,Sim,Não,2,Sim,Não,Híbrido,Não,Não,Sim,Não,Não,Não,Mensal,Não,Boleto Digital,76.4,151.8,Desistente,1,71,4340,Attitude of service provider
4765-OXPPD,1,United States,California,Ventura,93003,"34.279221, -119.221437",34.279221,-119.221437,Female,Não,Sim,Não,9,Sim,Não,Presencial,Sim,Sim,Sim,Sim,Não,Não,Mensal,Não,Boleto Impresso,65.0,663.05,Desistente,1,76,3983,Competitor offered more data
1329-VHWNP,1,United States,California,Grover Beach,93433,"35.120833, -120.61843",35.120833,-120.61843,Female,Não,Não,Não,7,Não,Não participa,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Não,Débito Automático,25.05,189.95,Ativo,0,63,4404,
3583-KRKMD,1,United States,California,San Diego,92115,"32.762506, -117.07245",32.762506,-117.07245,Male,Não,Não,Não,18,Sim,Não,Híbrido,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Débito Automático,75.9,1373.05,Ativo,0,62,4668,
8111-RKSPX,1,United States,California,Santa Rosa,95401,"38.460517, -122.790335",38.460517,-122.790335,Male,Não,Não,Não,4,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito Automático,72.2,305.55,Desistente,1,89,5668,Service dissatisfaction
6040-CGACY,1,United States,California,Blairsden Graeagle,96103,"39.783747, -120.661032",39.783747,-120.661032,Female,Não,Não,Não,15,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.6,299.4,Ativo,0,35,3195,
3705-RHRFR,1,United States,California,Ukiah,95482,"39.134075, -123.23422",39.134075,-123.23422,Female,Não,Sim,Não,69,Sim,Sim,Híbrido,Sim,Não,Não,Não,Sim,Sim,Plano de Ciclo Completo,Não,Débito Automático,99.15,6875.35,Ativo,0,45,5031,
6595-COKXZ,1,United States,California,Plymouth,95669,"38.489273, -120.891614",38.489273,-120.891614,Female,Não,Não,Não,1,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,44.45,44.45,Desistente,1,65,4879,Attitude of service provider
7503-ZGUZJ,1,United States,California,Riverside,92505,"33.920907, -117.489426",33.920907,-117.489426,Male,Não,Não,Não,1,Sim,Sim,Híbrido,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto Impresso,84.65,84.65,Desistente,1,79,4261,Lack of self-service on Website
9795-VOWON,1,United States,California,Los Angeles,90016,"34.028331, -118.354338",34.028331,-118.354338,Male,Não,Não,Não,7,Não,Não participa,Presencial,Não,Não,Não,Não,Não,Não,Anual,Sim,Cartão de Crédito Recorrente,24.35,150.85,Ativo,0,26,4665,
6762-QVYJO,1,United States,California,Acton,93510,"34.501452, -118.207862",34.501452,-118.207862,Female,Não,Sim,Sim,58,Não,Não participa,Presencial,Sim,Não,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Boleto Impresso,59.75,3624.35,Ativo,0,21,4678,
9659-QEQSY,1,United States,California,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.317236,Female,Não,Não,Não,45,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto Digital,115.65,5125.5,Ativo,0,75,3974,
0930-EHUZA,1,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813,-120.456699,Female,Não,Não,Não,36,Sim,Não,Presencial,Sim,Sim,Sim,Sim,Sim,Não,Anual,Sim,Boleto Impresso,76.35,2606.35,Ativo,0,38,4771,
9774-NRNAU,1,United States,California,Cabazon,92230,"33.929812, -116.76058",33.929812,-116.76058,Male,Sim,Sim,Não,27,Sim,Sim,Presencial,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito Automático,84.8,2309.55,Ativo,0,75,5352,
2378-VTKDH,1,United States,California,Woodland,95695,"38.71967, -121.862416",38.71967,-121.862416,Male,Sim,Sim,Não,65,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,104.35,6578.55,Ativo,0,69,4073,
1480-BKXGA,1,United States,California,Mentone,92359,"34.103578, -117.04054",34.103578,-117.04054,Male,Sim,Sim,Não,72,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,116.05,8404.9,Ativo,0,64,4404,
2706-QZIHY,1,United States,California,Los Angeles,90005,"34.059281, -118.30742",34.059281,-118.30742,Female,Não,Sim,Não,15,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,25.2,387.9,Ativo,0,25,4411,
3234-VKACU,1,United States,California,Sunol,94586,"37.587494, -121.862856",37.587494,-121.862856,Male,Não,Não,Não,2,Sim,Não,Presencial,Não,Não,Não,Sim,Sim,Sim,Mensal,Não,Boleto Digital,70.3,132.4,Ativo,0,27,4799,
9518-RWHZL,1,United States,California,Penryn,95663,"38.859093, -121.182872",38.859093,-121.182872,Female,Não,Não,Não,64,Sim,Sim,Híbrido,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de Crédito Recorrente,100.05,6254.2,Desistente,1,69,5452,Competitor offered more data
9330-IJWIO,1,United States,California,Kirkwood,95646,"38.631489, -120.015167",38.631489,-120.015167,Female,Não,Não,Não,13,Sim,Sim,Híbrido,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,100.35,1358.85,Desistente,1,69,2008,Price too high
9477-LGWQI,1,United States,California,Darwin,93522,"36.319181, -117.593053",36.319181,-117.593053,Male,Não,Sim,Não,70,Sim,Não,Presencial,Sim,Sim,Sim,Não,Sim,Sim,Plano de Ciclo Completo,Sim,Cartão de Crédito Recorrente,80.15,5600.15,Ativo,0,70,5715,
4349-GFQHK,1,United States,California,Mentone,92359,"34.103578, -117.04054",34.103578,-117.04054,Male,Não,Não,Não,1,Sim,Sim,Presencial,Não,Não,Sim,Não,Não,Não,Mensal,Não,Boleto Digital,54.35,54.35,Desistente,1,87,4212,Attitude of service provider
3771-PZOBW,1,United States,California,Solvang,93463,"34.624399, -120.137875",34.624399,-120.137875,Male,Não,Não,Não,20,Sim,Sim,Híbrido,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cartão de Crédito Recorrente,90.7,1781.35,Ativo,0,77,2927,
5075-JSDKI,1,United States,California,Woodbridge,95258,"38.169605, -121.310964",38.169605,-121.310964,Female,Não,Não,Não,59,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Digital,24.45,1493.1,Ativo,0,26,6196,
2675-OTVVJ,1,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.563683,Male,Sim,Sim,Não,31,Sim,Sim,Híbrido,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Boleto Digital,89.45,2807.65,Ativo,0,68,5597,
7541-YLXCL,1,United States,California,Pomona,91767,"34.083086, -117.737997",34.083086,-117.737997,Male,Não,Não,Não,36,Sim,Não,Presencial,Não,Sim,Não,Sim,Não,Sim,Anual,Sim,Boleto Impresso,65.4,2498.4,Desistente,1,71,5220,Don't know
1455-ESIQH,1,United States,California,Oakland,94619,"37.787186, -122.14633",37.787186,-122.14633,Male,Não,Não,Não,1,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,89.1,89.1,Desistente,1,79,2905,Moved
3148-BLQJT,1,United States,California,Montague,96064,"41.759864, -122.379175",41.759864,-122.379175,Male,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,20.1,20.1,Desistente,1,80,5747,Service dissatisfaction
1991-VOPLL,1,United States,California,San Marcos,92069,"33.162624, -117.170863",33.162624,-117.170863,Female,Não,Não,Não,9,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.05,157.65,Ativo,0,61,3248,
1333-PBMXB,1,United States,California,Santa Ana,92703,"33.748635, -117.906125",33.748635,-117.906125,Female,Não,Sim,Sim,54,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Sim,Débito Automático,24.75,1342.15,Ativo,0,70,6466,
9063-ZGTUY,1,United States,California,Adelanto,92301,"34.667815, -117.536183",34.667815,-117.536183,Female,Não,Sim,Não,61,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Boleto Impresso,19.4,1182.55,Desistente,1,82,4221,Don't know
3074-GQWYX,1,United States,California,San Diego,92108,"32.774046, -117.142454",32.774046,-117.142454,Male,Não,Não,Não,5,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito Automático,75.9,357.75,Desistente,1,87,3520,Competitor offered higher download speeds
1163-ONYEY,1,United States,California,Shoshone,92384,"35.924252, -116.188668",35.924252,-116.188668,Male,Não,Sim,Sim,41,Sim,Sim,Presencial,Sim,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cartão de Crédito Recorrente,74.55,3023.55,Ativo,0,61,2748,
5766-FTRTS,1,United States,California,El Segundo,90245,"33.917145, -118.401554",33.917145,-118.401554,Male,Não,Sim,Não,72,Sim,Não,Presencial,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Boleto Impresso,84.45,6033.1,Ativo,0,50,6297,
8725-JEDFD,1,United States,California,Calabasas,91302,"34.130861, -118.68346",34.130861,-118.68346,Male,Não,Não,Não,27,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,69.05,1793.25,Ativo,0,27,3241,
9863-JZAIC,1,United States,California,Long Beach,90807,"33.830099, -118.182239",33.830099,-118.182239,Male,Não,Não,Não,35,Sim,Não,Presencial,Não,Não,Não,Não,Sim,Não,Mensal,Não,Boleto Impresso,55.0,2010.55,Desistente,1,100,2220,Don't know
5565-FILXA,1,United States,California,Yosemite National Park,95389,"37.704267, -119.607001",37.704267,-119.607001,Female,Sim,Não,Não,16,Sim,Sim,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,96.15,1529.2,Desistente,1,96,5913,Don't know
9847-HNVGP,1,United States,California,Monterey Park,91755,"34.049172, -118.115022",34.049172,-118.115022,Male,Não,Não,Não,17,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Boleto Impresso,19.95,310.6,Ativo,0,76,2221,
5201-CBWYG,1,United States,California,Salton City,92275,"33.28156, -115.955541",33.28156,-115.955541,Male,Não,Sim,Sim,62,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Débito Automático,24.8,1476.25,Ativo,0,53,5105,
0021-IKXGC,1,United States,California,San Marcos,92078,"33.119028, -117.166036",33.119028,-117.166036,Female,Sim,Não,Não,1,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,72.1,72.1,Ativo,0,50,4432,
6599-GZWCM,1,United States,California,San Jose,95129,"37.305622, -122.000887",37.305622,-122.000887,Female,Não,Não,Não,13,Sim,Não,Híbrido,Não,Sim,Não,Não,Não,Não,Anual,Sim,Boleto Impresso,74.65,966.25,Ativo,0,40,4172,
8065-YKXKD,1,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,Female,Não,Não,Não,10,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,74.75,799.65,Desistente,1,69,5578,Competitor made better offer
2235-ZGKPT,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933,Female,Não,Sim,Sim,4,Sim,Sim,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto Impresso,50.85,239.55,Desistente,1,90,5386,Product dissatisfaction
7665-VIGUD,1,United States,California,Santa Barbara,93108,"34.457541, -119.631072",34.457541,-119.631072,Male,Não,Não,Não,10,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Boleto Impresso,20.35,176.3,Ativo,0,38,4745,
8708-XPXHZ,1,United States,California,Castella,96017,"41.121108, -122.336613",41.121108,-122.336613,Female,Não,Sim,Não,42,Sim,Sim,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,94.2,4186.3,Desistente,1,95,5458,Competitor had better devices
2542-HYGIQ,1,United States,California,Palo Alto,94303,"37.45809, -122.115398",37.45809,-122.115398,Female,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Cartão de Crédito Recorrente,19.95,19.95,Ativo,0,48,2732,
3092-IGHWF,1,United States,California,Alturas,96101,"41.468877, -120.54229",41.468877,-120.54229,Male,Não,Sim,Não,67,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Não,Não,Anual,Não,Boleto Digital,87.4,5918.8,Desistente,1,65,4421,Competitor made better offer
7064-JHXCE,1,United States,California,San Luis Obispo,93401,"35.233745, -120.626442",35.233745,-120.626442,Male,Não,Sim,Sim,62,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,20.05,1263.9,Ativo,0,63,6444,
7268-IGMFD,1,United States,California,Avila Beach,93424,"35.186644, -120.728305",35.186644,-120.728305,Male,Sim,Não,Não,18,Sim,Sim,Híbrido,Não,Não,Sim,Sim,Sim,Não,Mensal,Não,Débito Automático,93.9,1743.9,Ativo,0,47,3728,
7517-LDMPS,1,United States,California,Modesto,95356,"37.716186, -121.025836",37.716186,-121.025836,Female,Não,Não,Não,12,Sim,Não,Híbrido,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,84.6,1017.35,Ativo,0,75,4807,
8344-WFMFH,1,United States,California,Los Angeles,90008,"34.008293, -118.346766",34.008293,-118.346766,Male,Não,Não,Sim,9,Sim,Não,Presencial,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,50.1,484.05,Ativo,0,56,4738,
2509-TFPJU,1,United States,California,Torrance,90505,"33.807882, -118.347957",33.807882,-118.347957,Male,Não,Sim,Não,72,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,25.75,1864.2,Ativo,0,24,4413,
1955-IBMMB,1,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442,Male,Não,Não,Não,59,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Sim,Débito Automático,20.2,1192.3,Ativo,0,65,5216,
8080-POTJR,1,United States,California,Rancho Palos Verdes,90275,"33.753146, -118.367459",33.753146,-118.367459,Female,Não,Não,Não,30,Sim,Sim,Presencial,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de Crédito Recorrente,79.3,2427.1,Ativo,0,78,2655,
9402-CXWPL,1,United States,California,Birds Landing,94512,"38.140719, -121.838298",38.140719,-121.838298,Female,Não,Não,Não,70,Sim,Sim,Híbrido,Não,Sim,Não,Não,Sim,Sim,Anual,Não,Boleto Digital,98.9,6838.6,Ativo,0,20,5980,
7673-BQGKU,1,United States,California,Carlsbad,92009,"33.098018, -117.258203",33.098018,-117.258203,Female,Não,Sim,Sim,69,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Débito Automático,20.15,1337.5,Ativo,0,23,4554,
7634-HLQJR,1,United States,California,Moss Landing,95039,"36.863303, -121.781632",36.863303,-121.781632,Female,Não,Sim,Sim,47,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,20.05,1016.7,Ativo,0,35,3260,
1699-HPSBG,1,United States,California,Palm Springs,92264,"33.745746, -116.514215",33.745746,-116.514215,Male,Não,Não,Não,12,Sim,Não,Presencial,Não,Não,Não,Sim,Sim,Não,Anual,Sim,Boleto Digital,59.8,727.8,Desistente,1,69,4581,Competitor offered higher download speeds
4471-KXAUH,1,United States,California,Woody,93287,"35.710244, -118.881679",35.710244,-118.881679,Female,Não,Sim,Não,42,Sim,Sim,Híbrido,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Boleto Digital,84.3,3588.4,Desistente,1,100,2514,Attitude of service provider
4791-QRGMF,1,United States,California,Miranda,95553,"40.210895, -123.86",40.210895,-123.86,Male,Não,Sim,Não,59,Sim,Sim,Híbrido,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Débito Automático,99.5,5961.1,Desistente,1,76,6098,Competitor offered more data
0481-SUMCB,1,United States,California,Greenville,95947,"40.160386, -120.835428",40.160386,-120.835428,Female,Sim,Não,Não,45,Sim,Sim,Híbrido,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Débito Automático,102.15,4735.35,Ativo,0,69,5391,
5976-JCJRH,1,United States,California,Danville,94526,"37.815459, -121.977203",37.815459,-121.977203,Male,Não,Sim,Não,10,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,70.3,738.2,Desistente,1,94,2162,Limited range of services
7696-AMHOD,1,United States,California,Lake City,96115,"41.729079, -120.225025",41.729079,-120.225025,Female,Não,Sim,Sim,49,Sim,Não,Presencial,Não,Sim,Sim,Não,Sim,Sim,Anual,Não,Cartão de Crédito Recorrente,78.0,3824.2,Ativo,0,69,4200,
4534-WGCIR,1,United States,California,Covina,91723,"34.084747, -117.886844",34.084747,-117.886844,Female,Não,Sim,Sim,58,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,25.15,1509.9,Ativo,0,71,6444,
8399-YNDCH,1,United States,California,Columbia,95310,"38.085839, -120.37855",38.085839,-120.37855,Male,Sim,Não,Não,21,Sim,Não,Presencial,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Débito Automático,60.05,1236.15,Desistente,1,70,4716,Attitude of service provider
0840-DFEZH,1,United States,California,Los Angeles,90036,"34.070291, -118.349191",34.070291,-118.349191,Female,Não,Não,Não,7,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,75.35,564.65,Ativo,0,37,4989,
9931-DCEZH,1,United States,California,Roseville,95747,"38.784329, -121.373245",38.784329,-121.373245,Male,Não,Não,Sim,28,Sim,Não,Presencial,Não,Sim,Não,Sim,Não,Não,Anual,Sim,Cartão de Crédito Recorrente,54.4,1516.6,Ativo,0,74,4711,
3001-CBHLQ,1,United States,California,Angels Camp,95222,"38.071327, -120.632221",38.071327,-120.632221,Male,Sim,Sim,Não,32,Sim,Sim,Híbrido,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto Digital,104.9,3351.55,Desistente,1,79,3966,Competitor offered higher download speeds
2014-MKGMH,1,United States,California,Riverside,92508,"33.885499, -117.324959",33.885499,-117.324959,Female,Não,Não,Não,46,Sim,Sim,Híbrido,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Boleto Digital,101.1,4674.4,Ativo,0,54,4883,
7526-BEZQB,1,United States,California,Lawndale,90260,"33.88856, -118.351813",33.88856,-118.351813,Male,Não,Não,Não,12,Sim,Sim,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,96.05,1148.1,Desistente,1,89,2577,Lack of self-service on Website
7394-FKDNK,1,United States,California,Redlands,92374,"34.064073, -117.166158",34.064073,-117.166158,Female,Não,Sim,Não,9,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Boleto Digital,89.45,853.1,Desistente,1,91,4971,Network reliability
2696-NARTR,1,United States,California,Corona Del Mar,92625,"33.600987, -117.862734",33.600987,-117.862734,Male,Não,Não,Não,11,Sim,Não,Híbrido,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Boleto Digital,73.85,926.25,Desistente,1,66,3634,Moved
4195-SMMNX,1,United States,California,Hydesville,95547,"40.557314, -124.081662",40.557314,-124.081662,Male,Não,Não,Não,2,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,20.35,33.2,Desistente,1,65,5627,Competitor offered higher download speeds
0220-EBGCE,1,United States,California,Fort Jones,96032,"41.5837, -122.935922",41.5837,-122.935922,Male,Não,Não,Não,2,Sim,Não,Híbrido,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Boleto Digital,85.85,167.3,Desistente,1,67,3273,Competitor offered more data
3870-MQAMG,1,United States,California,Camp Nelson,93208,"36.057458, -118.591951",36.057458,-118.591951,Female,Não,Sim,Não,54,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Boleto Digital,110.35,5893.15,Desistente,1,90,6189,Attitude of service provider
9058-MJLZC,1,United States,California,Yuba City,95991,"39.02741, -121.614982",39.02741,-121.614982,Female,Não,Não,Não,24,Sim,Não,Híbrido,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,94.6,2283.15,Ativo,0,42,3667,
7245-NIIWQ,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,Female,Não,Não,Não,3,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,69.85,199.85,Ativo,0,40,4764,
7359-PTSXY,1,United States,California,Tustin,92780,"33.735802, -117.818805",33.735802,-117.818805,Male,Não,Não,Não,1,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto Digital,45.75,45.75,Desistente,1,97,3531,Attitude of support person
